z,n.n+n.z,symbol,"energy [keV]",halflife,spin,"magnetic dipole [nm]",method,description,nsr,journal,indc
60,148,Nd,302,"80 ps",2+,+0.72(7),TF,"Transient Field integral perturbed angular correlation",2001Ho02,"PR C63 024315",indc-nds-0816
60,148,Nd,752,"6.9 ps",4+,+1.44(18),TF,"Transient Field integral perturbed angular correlation",2001Ho02,"PR C63 024315",indc-nds-0816
60,149,Nd,0,"1.73 h",5/2-,0.351(10),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",L,"BAPS 15 769 (70)",indc-nds-0794
60,150,Nd,1130,"~2 ps",8+,+4.5(11),TF,"Transient Field integral perturbed angular correlation",2001Ho02,"PR C63 024315",indc-nds-0816
60,150,Nd,130,"1.48 ns",2+,+0.84(9),TF,"Transient Field integral perturbed angular correlation",2001Ho02,"PR C63 024315",indc-nds-0816
60,150,Nd,381,"60 ps",4+,+1.8(2),TF,"Transient Field integral perturbed angular correlation",2001Ho02,"PR C63 024315",indc-nds-0816
60,150,Nd,720,"12 ps",6+,+2.1(5),TF,"Transient Field integral perturbed angular correlation",2001Ho02,"PR C63 024315",indc-nds-0816
61,138,Pm,0,"3.5 m",(3+),3.2(9),NO/S,"Static Nuclear Orientation with gamma detection",1992Si22,"HFI 75 471 (92)",indc-nds-0794
61,143,Pm,0,"265 d",5/2+,3.8(5),NO/S,"Static Nuclear Orientation with gamma detection",1963Gr10,"PR 130 1100 (63)",indc-nds-0794
61,143,Pm,1898,"10.5 ns",15/2+,+7.7(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1984Go12,"ZETF 87 3 (84)",indc-nds-0816
61,143,Pm,960,"24 ns",11/2-,+6.8(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1984Go12,"ZETF 87 3 (84)",indc-nds-0816
61,144,Pm,0,"363 d",5-,1.69(14),NO/S,"Static Nuclear Orientation with gamma detection",1961Sh02,"PR 121 558 (61)",indc-nds-0794
61,145,Pm,0,"17.7 y",5/2+,+3.80(16),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1992Al03,"JP B25 571 (92)",indc-nds-0794
61,147,Pm,91,"2.5 ns",5/2+,3.55(10),ME,"Mossbauer Effect",1970Ba39,"PL 32B 678 (70)",indc-nds-0816
61,147,Pm,0,"2.623 y",7/2+,+2.58(7),O,"Optical Spectroscopy",1966Re04,"PR 141 1123 (66)",indc-nds-0794
61,148,Pm,0,"5.37 d",1-,+2.1(2),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1965Al10,"PR 138 B1356 (65)",indc-nds-0794
61,148,Pm,138,"41.3 d",6-,1.8(2),NO/S,"Static Nuclear Orientation with gamma detection",1963Gr10,"PR 130 1100 (63)",indc-nds-0794
61,149,Pm,114,"2.53 ns",5/2+,2.0(2),IPAC,"Integral Perturbed Angular Correlation",1970Se11,"NP A159 494 (70)",indc-nds-0816
61,149,Pm,270,"2.59 ns",7/2-,3.6(2),IPAC,"Integral Perturbed Angular Correlation",1970Se11,"NP A159 494 (70)",indc-nds-0816
61,149,Pm,0,"53.1 h",7/2+,3.3(5),NO/S,"Static Nuclear Orientation with gamma detection",1960Ch15/1963Gr10,"PRS 259A 377 (60)/PR 130 1100 (63)",indc-nds-0794
61,151,Pm,0,"28.4 h",5/2+,1.8(2),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1963Bu14,"PR 132 723 (63)",indc-nds-0794
61,151,Pm,256,"0.93 ns",3/2+,1.8(2),IPAC,"Integral Perturbed Angular Correlation",1977Se06,"NP A282 302 (77)",indc-nds-0816
62,139,Sm,0,"2.57 m",1/2+,-0.53(2),LRIMS,"Laser Resonance Ionization Mass Spectroscopy",1992Le09,"JP G18 1177 (92)",indc-nds-0794
62,140,Sm,3172,"19.4 ns",10+,-1.8(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1988Ba22,"PL 206B 404 (88)",indc-nds-0816
62,140,Sm,3210,"5.2 ns",10+,+12.7(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1988Ba22,"PL 206B 404 (88)",indc-nds-0816
62,141,Sm,0,"10.2 m",1/2+,-0.74(2),LRIMS,"Laser Resonance Ionization Mass Spectroscopy",1992Le09,"JP G18 1177 (92)",indc-nds-0794
62,141,Sm,176,"22.6 m",11/2-,-0.84(2),LRIMS,"Laser Resonance Ionization Mass Spectroscopy",1992Le09,"JP G18 1177 (92)",indc-nds-0794
62,143,Sm,0,"8.75 m",3/2+,+1.01(2),LRIMS,"Laser Resonance Ionization Mass Spectroscopy",1992Le09,"JP G18 1177 (92)",indc-nds-0794
62,144,Sm,1660,"84 fs",2+,+1.6(3),TF,"Transient Field integral perturbed angular correlation",1991Ba38,"NP A533 541 (91)",indc-nds-0816
62,144,Sm,1810,"25 ps",3-,+2.3(4),TF,"Transient Field integral perturbed angular correlation",1990Ba41,"HFI 59 133 (90)",indc-nds-0816
62,145,Sm,0,"340 d",7/2-,-1.120(11),LRFS,"Laser Resonance Fluorescence Spectroscopy",1990En01,"JP G16 105 (90)",indc-nds-0794
62,147,Sm,0,"1.1x1011 y",7/2-,-0.8090(14),ENDOR,"Electron-nuclear Double Resonance",1972Ch27,"PR B5 3387 (72)",indc-nds-0794
62,147,Sm,121,"0.80 ns",5/2-,-0.45(3),ME,"Mossbauer Effect",1971Pa04,"PR C3 841 (71)",indc-nds-0816
62,148,Sm,550,"7.7 ps",2+,+0.54(7),TF,"Transient Field integral perturbed angular correlation",1987Ba65,"ZP A328 275 (87)",indc-nds-0816
62,149,Sm,0,stable,7/2-,-0.6677(11),ENDOR,"Electron-nuclear Double Resonance",1972Ch27,"PR B5 3387 (72)",indc-nds-0794
62,149,Sm,23,"7.3 ns",5/2-,-0.6200(11),ME,"Mossbauer Effect",1970EiZY,"Cf70HI 720 (70)",indc-nds-0816
62,150,Sm,1046,"0.9 ps",2+,+0.72(16),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,150,Sm,1194,"1.3 ps",2+,+0.82(14),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,150,Sm,1279,"2.4 ps",6+,+2.3(5),TF,"Transient Field integral perturbed angular correlation",1987By02,"PR C48 2640 (93)",indc-nds-0816
62,150,Sm,334,"48 ps",2+,+0.82(6),TF,"Transient Field integral perturbed angular correlation",1987By02,"PL 26B 81 (67)",indc-nds-0816
62,150,Sm,773,"6.5 ps",4+,+1.40(20),TF,"Transient Field integral perturbed angular correlation",1987By02,"PR C48 2640 (93)",indc-nds-0816
62,151,Sm,0,"90 y",5/2-,-0.3605(6),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1981Do07,"ZP A302 359 (81)",indc-nds-0794
62,151,Sm,105,"0.48 ns",3/2-,+0.31(11),IPAC,"Integral Perturbed Angular Correlation",1971Be23,"IzF 35 135 (71)",indc-nds-0816
62,151,Sm,92,"78 ns",9/2+,-0.95(5),TDPAC,"Time Dependent Perturbed Angular Correlation",1974Dr03,"NP A223 195 (74)",indc-nds-0816
62,152,Sm,122,"1.40 ns",2+,+0.83(5),ME,"Mossbauer Effect",1967At04,"PL 26B 81 (67)",indc-nds-0816
62,152,Sm,1086,"1.09 ps",2+,+0.82(20),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,152,Sm,1125,"3.06 ps",8+,+2.8(6),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,152,Sm,1609,"1.38 ps",10+,+4(2),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,152,Sm,366,"57.7 ps",4+,+1.6(2),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,152,Sm,707,"10.3 ps",6+,+2.3(4),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,152,Sm,810,"7.4 ps",2+,+0.76(20),TF,"Transient Field integral perturbed angular correlation",1987By02,"NP A466 419 (87)",indc-nds-0816
62,153,Sm,0,"46.3 h",3/2+,-0.021(3),LRFS,"Laser Resonance Fluorescence Spectroscopy",1990En01,"JP G16 105 (90)",indc-nds-0794
62,154,Sm,267,"172 ps",4+,+1.35(15),IMPAC,"Perturbed Angular Correlation after Ion Implantation",1972Ku10,"NP A186 513 (72)",indc-nds-0816
62,154,Sm,544,"22.7 ps",6+,+1.9(3),IMPAC,"Perturbed Angular Correlation after Ion Implantation",1972Ku10,"NP A186 513 (72)",indc-nds-0816
62,154,Sm,82,"3.0 ns",2+,+0.78(4),ME,"Mossbauer Effect",1969Wh04,"PR 186 1280 (69)",indc-nds-0816
63,138,Eu,0,"12.1 s",(6-),5.3(7),NO/S,"Static Nuclear Orientation with gamma detection",1992Si22,"HFI 75 471 (92)",indc-nds-0794
63,139,Eu,0,17.9s,(11/2-),6.1(8),NO/S,"Static Nuclear Orientation with gamma detection",1992Si22," HFI 75 471 (92)",indc-nds-0794
63,140,Eu,0,"1.51 s",1+,+1.362(13),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,141,Eu,0,"40.7 s",5/2+,+3.486(8),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,142,Eu,0,"2.4 s",1+,+1.532(19),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,142,Eu,"0 + x","1.22 m",8-,+2.971(11),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,142,Eu,"283 + x","6.2 ns",8+,(+)4.1(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1993Bi13,"ZP A346 181 (93)",indc-nds-0816
63,143,Eu,0,"2.59 m",5/2+,+3.664(8),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,144,Eu,0,"10.2 s",1+,+1.888(13),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,145,Eu,0,"5.93 d",5/2+,+3.983(7),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,145,Eu,716,"0.49 ms",11/2-,+7.46(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1980Kl07,"NP A350 61 (80)",indc-nds-0816
63,146,Eu,0,"4.61 d",4-,+1.422(11),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,147,Eu,0,"24.1 d",5/2+,+3.715(8),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,147,Eu,625,"765 ns",11/2-,+7.04(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1980Ba67,"PL 77A 365 (80)",indc-nds-0816
63,148,Eu,0,"54.5 d",5-,+2.334(10),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,148,Eu,720,"162 ns",9+,+6.12(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1980Ba67,"PL 77A 365 (80)",indc-nds-0816
63,149,Eu,0,"93.1 d",5/2+,+3.556(6),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,149,Eu,496,"2.45 ms",11/2-,+7.0(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1980Kl07,"NP A350 61 (80)",indc-nds-0816
63,150,Eu,0,"36.9 y",5-,+2.702(11),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985Ah02,"ZP A321 35 (85)",indc-nds-0794
63,151,Eu,0,">1.7x1018 y",5/2+,+3.4635(25),"AB ","Atomic Beam Magnetic Resonance - Thermal Beam",1965Ev08,"PRS 289A 114 (65)",indc-nds-0794
63,151,Eu,22,"9.6 ns",7/2+,+2.585(1),ME,"Mossbauer Effect",1972Cr09,"ZP A256 155 (72)",indc-nds-0816
63,152,Eu,0,"13.52 y",3-,-1.9354(17),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",L,"Cf93Bern 209(93)",indc-nds-0794
63,153,Eu,0,stable,5/2+,+1.5294(11),"AB ","Atomic Beam Magnetic Resonance - Thermal Beam",1965Ev08,"PRS 289A 114 (65)",indc-nds-0794
63,153,Eu,103,"3.85 ns",3/2+,+2.040(3),ME,"Mossbauer Effect",1972Cr09,"ZP 256 155 (72)",indc-nds-0816
63,153,Eu,83,"0.79 ns",7/2+,+1.81(6),ME,"Mossbauer Effect",1969Ri02,"ZP A218 223 (69)",indc-nds-0816
63,153,Eu,97,"198 ps",5/2-,+3.2(2),ME,"Mossbauer Effect",1966At01,"PR 145 915 (66)",indc-nds-0816
63,154,Eu,0,"8.60 y",3-,-2.000(6),EPR,"Electron Paramagnetic Resonance",1957Ab05,"PR 108 58 (57)",indc-nds-0794
63,155,Eu,0,"4.75 y",5/2+,+1.516(2),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",2000Ga35,"EurPJ D11 341 (00)",indc-nds-0794
63,155,Eu,104,"0.104 ns",5/2-,+9.6(10),IPAC,"Integral Perturbed Angular Correlation",1971Be23,"IzF 35 2295 (71)",indc-nds-0816
63,157,Eu,0,"15.2 h",5/2+,+1.50(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al34,"ZP A337 257 (90)",indc-nds-0794
63,158,Eu,0,"45.9 m",(1-),+1.44(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al34,"ZP A337 257 (90)",indc-nds-0794
63,159,Eu,0,"18.1 m",5/2+,+1.38(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al34,"ZP A337 257 (90)",indc-nds-0794
64,144,Gd,3433,"145 ns",10+,+12.76(14),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Ha15,"PRL 42 1451 (79)",indc-nds-0816
64,146,Gd,1579,"1.1 ns",3-,+2.1(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Ke03,"ZP A290 229 (79)",indc-nds-0816
64,146,Gd,2982,"6.7 ns",7-,+9.0(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Ha15,"PRL 42 1451 (79)",indc-nds-0816
64,147,Gd,0,"38.1 h",7/2-,1.02(9),NO/S,"Static Nuclear Orientation with gamma detection",1987Kr11,"HFI 34 69 (87)",indc-nds-0794
64,147,Gd,2760,"4.5 ns",21/2+,+7.6(12),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Ha15,"PRL 42 1451 (79)",indc-nds-0816
64,147,Gd,3582,"27 ns",27/2-,+11.3(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Ha15,"PRL 42 1451 (79)",indc-nds-0816
64,147,Gd,8587,"510 ns",49/2+,+10.9(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Ha15,"PRL 42 1451 (79)",indc-nds-0816
64,147,Gd,997,"21.4 ns",13/2+,+0.49(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Da27,"PL 199B 26 (87)",indc-nds-0816
64,147,Gd,10993,"0.8 ns",59/2-,+11(2),TF,"Transient Field integral perturbed angular correlation",1989Ha15,"PR 39C 2237 (89)",indc-nds-0816
64,148,Gd,2695,"16.6 ns",9-,-0.16(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Da27,"PL 199B 26 (87)",indc-nds-0816
64,149,Gd,0,"9.28 d",7/2-,0.88(4),NO/S,"Static Nuclear Orientation with gamma detection",1987Kr11,"HFI 34 69 (87)",indc-nds-0794
64,151,Gd,395,"0.29 ns",3/2-,-2.5(8),IPAC,"Integral Perturbed Angular Correlation",1977GrZF,"Cf77Tokyo 379 (77)",indc-nds-0816
64,151,Gd,0,"123.9 d",7/2-,0.77(6),NO/S,"Static Nuclear Orientation with gamma detection",1987Be33,"HFI 34 119 (87)",indc-nds-0794
64,152,Gd,755,"7.3 ps",4+,+2.1(5),TF,"Transient Field integral perturbed angular correlation",1999Ma06,"PR C59 665 (99)",indc-nds-0816
64,153,Gd,129,"2.52 ns",3/2-,+0.37(7),IPAC,"Integral Perturbed Angular Correlation",1977Ba63,"HFI 3 423 (77)",indc-nds-0816
64,153,Gd,0,"240.4 d",3/2-,0.38(8),NO/S,"Static Nuclear Orientation with gamma detection",1985Al21,"NP A445 189 (86)",indc-nds-0794
64,155,Gd,0,stable,3/2-,-0.2591(4),ENDOR,"Electron-nuclear Double Resonance",1978Va24,"JP C11 203 (78)",indc-nds-0794
64,155,Gd,105,"1.16 ns",3/2+,+0.143(5),ME,"Mossbauer Effect",1978Co23,"HFI 5 479 (78)",indc-nds-0816
64,155,Gd,87,"6.50 ns",5/2+,-0.525(2),ME,"Mossbauer Effect",1978Co23,"HFI 5 479 (78)",indc-nds-0816
64,155,Gd,1142,"2.4 ps",19/2-,+2.9(10),TF,"Transient Field integral perturbed angular correlation",1998St28,"NP A642 361 (98)",indc-nds-0816
64,155,Gd,146,"101 ps",7/2-,+0.4(4),TF,"Transient Field integral perturbed angular correlation",1998St28,"NP A642 361 (98)",indc-nds-0816
64,155,Gd,252,"58 ps",9/2-,+1.2(3),TF,"Transient Field integral perturbed angular correlation",1998St28,"NP A642 361 (98)",indc-nds-0816
64,155,Gd,392,"23 ps",11/2-,+1.5(3),TF,"Transient Field integral perturbed angular correlation",1998St28,"NP A642 361 (98)",indc-nds-0816
64,155,Gd,534,"15 ps",13/2-,+1.9(3),TF,"Transient Field integral perturbed angular correlation",1998St28,"NP A642 361 (98)",indc-nds-0816
64,155,Gd,730,"5.8 ps",15/2-,+2.6(5),TF,"Transient Field integral perturbed angular correlation",1998St28,"NP A642 361 (98)",indc-nds-0816
64,155,Gd,897,"4.9 ps",17/2-,+2.2(9),TF,"Transient Field integral perturbed angular correlation",1998St28,"NP A642 361 (98)",indc-nds-0816
64,156,Gd,1511,"189 ps",4+,+3.24(11),IPAC,"Integral Perturbed Angular Correlation",1988Al33,"ZP A331 277 (88)",indc-nds-0816
64,156,Gd,89,"2.21 ns",2+,+0.774(8),ME,"Mossbauer Effect",1974Ar23,"NP A233 385 (74)",indc-nds-0816
64,156,Gd,288,"112 ps",4+,+1.55(14),TF,"Transient Field integral perturbed angular correlation",1991St01,"ZP A338 135 (91)",indc-nds-0816
64,156,Gd,585,"15.8 ps",6+,+2.2(4),TF,"Transient Field integral perturbed angular correlation",1991St01,"ZP A338 135 (91)",indc-nds-0816
64,156,Gd,965,"4.3 ps",8+,+2.7(4),TF,"Transient Field integral perturbed angular correlation",1992Br07,"PR C45 1549 (92)",indc-nds-0816
64,157,Gd,0,stable,3/2-,-0.3398(6),ENDOR,"Electron-nuclear Double Resonance",1978Va24,"JP C11 203 (78)",indc-nds-0794
64,157,Gd,64,"0.46 ms",5/2+,-0.464(11),ME,"Mossbauer Effect",1974Ar23,"NP A233 385 (74)",indc-nds-0816
64,158,Gd,80,"2.52 ns",2+,+0.762(8),ME,"Mossbauer Effect",1988Al33,"ZP A331 277 (88)",indc-nds-0816
64,158,Gd,261,"148 ps",4+,+1.55(12),TF,"Transient Field integral perturbed angular correlation",1991St01,"ZP A338 135 (91)",indc-nds-0816
64,158,Gd,539,"16 ps",6+,2.3(3),TF,"Transient Field integral perturbed angular correlation",1991St01,"ZP A338 135 (91)",indc-nds-0816
64,158,Gd,904,"5.1  ps",8+,3.4(5),TF,"Transient Field integral perturbed angular correlation",1992Br07,"PR C45 1549 (92)",indc-nds-0816
64,159,Gd,0,"18.5 h",3/2-,-0.44(3),NO/S,"Static Nuclear Orientation with gamma detection",1971Kr19,"PR C4 1942 (71)",indc-nds-0794
64,160,Gd,75,"2.72 ns",2+,+0.72(4),RIGV,"Recoil into gas or vacuum",1974Ar23,"NP A233 385 (74)",indc-nds-0816
64,160,Gd,248,-,4+,1.5(2),TF,"Transient Field integral perturbed angular correlation",1991St01,"ZP A338 135 (91)",indc-nds-0816
64,160,Gd,515,-,6+,2.3(3),TF,"Transient Field integral perturbed angular correlation",1991St01,"ZP A338 135 (91)",indc-nds-0816
65,147,Tb,0,"1.64 h",1/2+,+1.71(5),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,148,Tb,0,"60 m",2-,-1.76(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,149,Tb,0,"4.12 h",1/2+,+1.36(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,149,Tb,2518,"2.4 ns",(27/2)+,"   4.9(12) ",IPAD,"Integral Perturbed Angular Distribution",1990Ad02,"JPJa 59 66 (90)",indc-nds-0816
65,150,Tb,0,"3.48 h",(2)-,-0.90(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,151,Tb,0,"17.6 h",1/2(+),+0.926(6),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,152,Tb,0,"17.5 h",2-,-0.58(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,153,Tb,0,"2.34 d",5/2+,+3.47(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,154,Tb,"0 + x","9.4 h",3-,+1.6(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,154,Tb,"0 + y","22.7 h",7-,0.9(3),NO/S,"Static Nuclear Orientation with gamma detection",1983Be03,"JP G9 213 (83)",indc-nds-0794
65,155,Tb,0,"5.32 d",3/2+,+2.03(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,156,Tb,0,"5.35 d",3-,1.7(2),NO/S,"Static Nuclear Orientation with gamma detection",1983Be03,"JP G9 213 (83)",indc-nds-0794
65,157,Tb,0,"71 y",3/2+,+2.03(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990Al36,"ZP A337 367 (90)",indc-nds-0794
65,158,Tb,0,"180 y",3-,+1.753(7),EPR,"Electron Paramagnetic Resonance",1968Ea04,"PR 170 1083 (68)",indc-nds-0794
65,159,Tb,0,stable,3/2+,+2.009(4),ENDOR,"Electron-nuclear Double Resonance",1965Ba49,"PRS 286A 352 (65)",indc-nds-0794
65,160,Tb,0,"72.3 d",3-,+1.698(8),EPR,"Electron Paramagnetic Resonance",1968Ea04,"PR 170 1083 (68)",indc-nds-0794
65,161,Tb,0,"6.89 d",3/2+,2.2(1),NO/S,"Static Nuclear Orientation with gamma detection",1983Ri15,"HFI 15 83 (83)",indc-nds-0794
66,147,Dy,0,"67 s",(1/2+),-0.915(9),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",L,"PC Neugart (87)",indc-nds-0794
66,147,Dy,751,"55 s",(11/2-),-0.655(10),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",L,"PC Neugart (87)",indc-nds-0794
66,149,Dy,0,"4.2 m",7/2-,-0.119(7),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",L,"PC Neugart (87)",indc-nds-0794
66,149,Dy,8521,"28 ns",(49/2),+10.0(15),TDPAD,"Time Dependent Perturbed Angular Distribution",2003Wa28,"NP A728 365 (2003)",indc-nds-0816
66,151,Dy,0,"17.9 m",7/2-,-0.945(7),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",L,"PC Neugart (87)",indc-nds-0794
66,152,Dy,6129,"9.5 ns",21-,+11.6(12),TDPAD,"Time Dependent Perturbed Angular Distribution",1979Me01,"PRL 42 23 (79)",indc-nds-0816
66,153,Dy,0,"6.4 h",7/2-,-0.712(6),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1972Ro36,"PL 49A 287 (74)",indc-nds-0794
66,155,Dy,0,"9.9 h",3/2-,-0.337(3),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1972Ro36,"PL 49A 287 (74)",indc-nds-0794
66,157,Dy,0,"8.14 h",3/2-,-0.301(2),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1972Ro36,"PL 49A 287 (74)",indc-nds-0794
66,158,Dy,317,"72 ps",4+,+1.33(10),IPAC,"Integral Perturbed Angular Correlation",1997Al04,"ZP A357 13 (97)",indc-nds-0816
66,158,Dy,99,"1.66 ns",2+,+0.72(5),IPAC,"Integral Perturbed Angular Correlation",1993Al09,"ZP A345 273 (93)",indc-nds-0816
66,158,Dy,1044,"2.9 ps",8+,+3.3(10),TF,"Transient Field integral perturbed angular correlation",1983Se09,"ZP A357 13 (97)",indc-nds-0816
66,159,Dy,0,"144 d",3/2-,-0.354(3),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",L,"PC Neugart (87)",indc-nds-0794
66,160,Dy,284,"104 ps",4+,+1.60(12),IPAC,"Integral Perturbed Angular Correlation",1997Al04,"ZP A357 13 (97)",indc-nds-0816
66,160,Dy,87,"2.02 ns",2+,+0.70(3),TDPAC,"Time Dependent Perturbed Angular Correlation",1984Si07,"PR C8 757 (73)",indc-nds-0816
66,160,Dy,1428,"1.56 ps",10+,+3.1(6),TF,"Transient Field integral perturbed angular correlation",1999Br43,"EurPJ A6 149 (99)",indc-nds-0816
66,160,Dy,1950,"0.89 ps",12+,+3.6(11),TF,"Transient Field integral perturbed angular correlation",1999Br43,"EurPJ A6 149 (99)",indc-nds-0816
66,160,Dy,581,"18.6 ps",6+,+2.1(3),TF,"Transient Field integral perturbed angular correlation",1999Br43,"EurPJ A6 149 (99)",indc-nds-0816
66,160,Dy,966,"1.31 ps",2+,+0.80(13),TF,"Transient Field integral perturbed angular correlation",1999Br43,"EurPJ A6 149 (99)",indc-nds-0816
66,160,Dy,967,"3.8 ps",8+,+2.7(4),TF,"Transient Field integral perturbed angular correlation",1999Br43,"EurPJ A6 149 (99)",indc-nds-0816
66,161,Dy,0,stable,5/2+,-0.479(3),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1974Fe05,"PL 49A 287 (74)",indc-nds-0794
66,161,Dy,26,"29.1 ns",5/2-,+0.594(3),ME,"Mossbauer Effect",1976St23,"JPCR 5 1093 (76)",indc-nds-0816
66,161,Dy,44,"0.83 ns",7/2+,-0.140(5),ME,"Mossbauer Effect",1976St23,"JPCR 5 1093 (76)",indc-nds-0816
66,161,Dy,75,"3.14 ns",3/2-,-0.403(4),ME,"Mossbauer Effect",1976St23,"JPCR 5 1093 (76)",indc-nds-0816
66,162,Dy,81,"2.19 ns",2+,+0.69(3),RIGV,"Recoil into gas or vacuum",1970Be36/1973Ka25,"NP A151 401 (70)/PR C8 757 (73)",indc-nds-0816
66,162,Dy,1375,"1.6 ps",10+,+3.6(7),TF,"Transient Field integral perturbed angular correlation",1999Br43,"EurPJ A6 149 (99)",indc-nds-0816
